        0     6e+06        10         0 
     0.01     6e+06      10.2    0.0144 
    0.073     6e+06      11.4     0.111 
    0.271     6e+06      16.4     0.495 
    0.664     6e+06      32.8      1.76 
     1.22     6e+06      83.7      5.67 
     1.59     6e+06       163      11.7 
     1.83     6e+06       251      18.5 
        2     6e+06       344      25.7 
     2.15     6e+06       447      33.6 
     2.26     6e+06       556        42 
     2.37     6e+06       675      51.2 
     2.46     6e+06       802      60.9 
     2.54     6e+06       933        71 
     2.62     6e+06  1.07e+03      81.5 
     2.68     6e+06  1.21e+03      92.3 
     2.75     6e+06  1.35e+03       103 
      2.8     6e+06  1.51e+03       115 
     2.86     6e+06  1.66e+03       127 
     2.91     6e+06  1.83e+03       140 
     2.95     6e+06  1.99e+03       152 
        3     6e+06  2.16e+03       165 
     3.04     6e+06  2.34e+03       179 
     3.08     6e+06  2.52e+03       193 
     3.12     6e+06  2.71e+03       208 
     3.16     6e+06   2.9e+03       222 
     3.19     6e+06  3.09e+03       237 
     3.22     6e+06  3.29e+03       252 
     3.26     6e+06  3.49e+03       268 
     3.29     6e+06   3.7e+03       284 
     3.32     6e+06   3.9e+03       299 
     3.34     6e+06  4.11e+03       316 
     3.37     6e+06  4.32e+03       332 
      3.4     6e+06  4.54e+03       348 
     3.42  5.99e+06  4.75e+03       365 
     3.45  5.99e+06  4.97e+03       382 
     3.47  5.99e+06  5.19e+03       399 
     3.49  5.99e+06  5.42e+03       416 
     3.52  5.99e+06  5.64e+03       434 
     3.54  5.99e+06  5.87e+03       451 
     3.56  5.99e+06   6.1e+03       469 
     3.58  5.99e+06  6.34e+03       487 
      3.6  5.99e+06  6.57e+03       505 
     3.62  5.99e+06  6.81e+03       523 
     3.64  5.99e+06  7.05e+03       542 
     3.65  5.99e+06  7.29e+03       561 
     3.67  5.99e+06  7.54e+03       579 
     3.69  5.99e+06  7.78e+03       599 
     3.71  5.99e+06  8.03e+03       618 
     3.72  5.99e+06  8.29e+03       637 
